Country,Country Name,Country - RegionId,Country - Name_fr,Country - ParentKey,Country - SrcCode,Country - Source Note,Country - Source Note_fr,Goal,Indicator,Indicator Name,Indicator - Defenition and Data Source,Indicator - Defenition and Data Source_fr,Indicator - Goal Key,Social Group,Social Group Name,Scale,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2011
1,Algeria,DZ,Algérie,86,DZA,"Regional member Country Lower middle income  Less indebted    National currency: Algerian dinar  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS,","Regional member Country Lower middle income  Less indebted    National currency: Algerian dinar  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS,",Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,,,,,,,"0,8",,,
51,Uganda,UG,Ouganda,85,UGA,"Regional member Country  Low income  Less indebted    National currency: Uganda shilling  National accounts base year: 1998  SNA price valuation: Vabp data on fiscal year basis  Latest population census: 2002  Latest demographic, household, or health surv",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,"20,9",,,,,,,10,,,"11,9",,,"8,7",,,,
22,Ghana,GH,Ghana,88,GHA,"Regional member Country  Low income  Moderately indebted    National currency: Ghanian cedi  National accounts base year: 1993  SNA price valuation: VAmkt  Latest population census: 2000  Latest demographic, household, or health survey: SPA, 2002; DHS, 20",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,,,,,,,,,,,,,,"13,9",
52,Zambia,ZM,Zambie,87,ZMB,"Regional member Country  Low income  Severely indebted    National currency: Zambian kwacha  National accounts base year: 1994  SNA price valuation: VAbp SNA93 Latest population census: 2000  Latest demographic, household, or health survey: EdData, 2002",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,22,"25,1",25,,,"23,5",,24,,,"28,1",23,,20,,"19,7","19,3",,
25,Kenya,KE,Kenya,85,KEN,"Regional member Country  Low income  Moderately indebted    National currency: Kenya shilling  National accounts base year: 2001  SNA price valuation: Vabp 1993SNA  Latest population census: 1999  Latest demographic, household, or health survey: DHS, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265305,Poverty gap ratio national poverty line in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,48,,"61,9",,,"61,5",,"54,8",,,,"27,1",,36,,"28,5",,,
52,Zambia,ZM,Zambie,87,ZMB,"Regional member Country  Low income  Severely indebted    National currency: Zambian kwacha  National accounts base year: 1994  SNA price valuation: VAbp SNA93 Latest population census: 2000  Latest demographic, household, or health survey: EdData, 2002",,Goal 1: Eradicate extreme poverty and hunger,20265305,Poverty gap ratio national poverty line in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,"40,23",,"35,56",,,"29,49",,"26,92",,,,"27,1",,"32,76",,51,,,
47,Swaziland,SZ,Swaziland,87,SWZ,"Regional member Country  Lower middle income  Less indebted    National currency: Swaziland lilangeni  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 1997  Latest demographic, household, or health survey: MICS, 200",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,,,,,,,,34,,
38,Nigeria,NG,Nigéria,88,NGA,"Regional member Country  Low income  Severely indebted    National currency: Nigerian naira  National accounts base year: 1990  SNA price valuation: VAfc  Latest population census:, 2006  Latest demographic, household, or health survey: DHS, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,,,,,"64,41",,,,,
12,"Congo, Dem. Rep.",CD,Congo (RDC),84,ZAR,"Regional member Country  Low income  Severely indebted    National currency: Congo franc  National accounts base year: 2000  SNA price valuation: VAfc  Latest population census: 1984  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"48,8","48,6","48,3","48,2","46,3","45,8","46,4","46,3","45,9","45,6","45,5","45,6","45,9","45,9","45,8","45,6","45,7","45,6",
6,Burundi,BI,Burundi,85,BDI,"Regional member Country  Low income  Severely indebted    National currency: Burundi franc  National accounts base year: 1980  SNA price valuation: VAfc  Latest population census: 1990  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,"84,5",,,,,"83,2","83,2","83,2",,
43,Sierra Leone,SL,Sierra Leone,88,SLE,"Regional member Country  Low income  Severely indebted    National currency: Sierra Leonean leone  National accounts base year: 1990  SNA price valuation: VAfc  Latest population census: 2004  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,"56,4",,,,,,,"33,8",,,,,,,,,,
48,Tanzania,TZ,Tanzanie,85,TZA,"Regional member Country  Low income  Less indebted    National currency: Tanzania shilling  National accounts base year: 1992  SNA price valuation: VAfc  Latest population census: 2002  Latest demographic, household, or health survey: AIS, 2003   Economic",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,70,,,,,,,,,
12,"Congo, Dem. Rep.",CD,Congo (RDC),84,ZAR,"Regional member Country  Low income  Severely indebted    National currency: Congo franc  National accounts base year: 2000  SNA price valuation: VAfc  Latest population census: 1984  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265505,Growth rate of GDP per person employed  (%),Is the growth of GDP per person employed,,1,20137105,Total,units,,,,,,,,,"6,03","13,6","11,83","11,9","11,2","13,2",,,,,,,
33,Mauritius,MU,Maurice,87,MUS,"Regional member Country  Upper middle income  Less indebted    National currency: Mauritian rupee  National accounts base year: 1992  SNA price valuation: Vabp SNA93  Latest population census: 2000  Latest demographic, household, or health survey: CDC, 19",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,"8,2",,,,,"7,8",,,,,"8,5",,,
7,Cameroon,CM,Cameroun,84,CMR,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 2000  SNA price valuation: VAbp  Latest population census: 1987  Latest demographic, household, or health survey: DHS, 2004",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,,,,,,,,,,,,,,"5,2",
39,Rwanda,RW,Rwanda,85,RWA,"Regional member Country  Low income  Severely indebted    National currency: Rwanda franc  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 2002  Latest demographic, household, or health survey: SPA, 2001",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,53,,,,,,,,,,"76,56","60,4",,,,"76,79","56,9",,,
5,Burkina Faso,BF,Burkina Faso,88,BFA,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1999  SNA price valuation: VAbp  Latest population census: 1996  Latest demographic, household, or health survey: DHS, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265805,Proportion of employed people living below $1 (PPP) per day,"The proportion of employed persons living below $1 (PPP) per day, or working poor, is the share of individuals who are employed, but nonetheless live in a household whose members are estimated to be living below the international poverty line of $1 (PPP)",,1,20137105,Total,units,,,,,,,,,,,,"60,7",,,,,,,,"50,6",
